Cartório,Qtd. Nascimentos informados por arquivo,Qtd. Casamentos informados por arquivo,Qtd. Óbitos informados por arquivo,Qtd. Nascimentos informados on-line,Qtd. Casamentos informados on-line,Qtd. Óbitos informados on-line,Qtd. Nascimentos informados por outros meios,Qtd. Casamentos informados por outros meios,Qtd. Óbitos informados por outros meios,Qtd. Nascimentos informados pelo SISOBI,Qtd. Casamentos informados pelo SISOBI,Qtd. Óbitos informados pelo SISOBI
12328,12,1,7,0,0,2,0,0,0,0,0,0
12336,0,0,0,154,50,98,0,0,0,0,0,0
12344,0,0,0,105,33,45,0,0,0,0,0,0
12369,0,0,0,293,42,425,0,0,0,0,0,0
12377,1,0,1,0,0,0,0,0,0,0,0,0
12393,0,0,0,297,24,108,0,0,0,0,0,0
12401,319,30,128,517,76,193,0,0,0,0,0,0
12427,0,0,0,416,144,122,0,0,0,0,0,0
12435,468,99,235,1,1,0,0,0,0,0,0,0
12443,4848,2037,2028,1,0,0,0,0,0,0,0,0
12468,0,0,0,426,57,121,0,0,0,0,0,0
12476,0,0,0,16,0,19,0,0,0,0,0,0
12484,0,0,0,169,86,88,0,0,0,0,0,0
12492,278,75,127,625,165,246,0,0,0,0,0,0
12518,788,114,234,92,20,100,0,0,0,0,0,0
12526,1103,204,420,0,8,0,0,0,0,0,0,0
12534,0,0,0,294,128,139,0,0,0,0,0,0
12542,563,64,169,943,251,290,0,0,0,0,0,0
12559,0,0,0,209,33,94,0,0,0,0,0,0
12583,0,0,0,75,25,38,0,0,0,0,0,0
12591,0,0,0,403,120,54,0,0,0,0,0,0
12641,411,23,62,0,0,0,0,0,0,0,0,0
12658,0,0,0,240,114,60,0,0,0,0,0,0
12666,0,0,0,25,12,6,0,0,0,0,0,0
12674,0,0,0,77,24,54,0,0,0,0,0,0
12682,660,141,228,0,0,36,0,0,0,0,0,0
12690,3355,684,1011,0,0,0,0,0,0,0,0,0
12716,0,0,0,9,0,7,0,0,0,0,0,0
12724,284,32,132,0,0,145,0,0,0,0,0,0
12732,1625,371,511,2,2,1,0,0,0,0,0,0
12740,706,249,309,3,1,1,0,0,0,0,0,0
12757,1151,428,854,0,0,0,0,0,0,0,0,0
12765,75,7,28,138,24,69,0,0,0,0,0,0
12773,0,0,0,401,39,161,0,0,0,0,0,0
12781,1940,754,1095,3,2,1,0,0,0,0,0,0
12799,733,182,351,4,1,2,0,0,0,0,0,0
12807,981,252,354,70,23,18,0,0,0,0,0,0
12815,0,0,0,462,109,179,0,0,0,0,0,0
12823,24,0,9,0,0,9,0,0,0,0,0,0
12831,337,109,199,0,0,0,0,0,0,0,0,0
12864,0,0,0,289,26,51,0,0,0,0,0,0
12872,599,88,307,151,23,99,0,0,0,0,0,0
12880,804,203,401,3,0,0,0,0,0,0,0,0
12906,2318,566,1429,0,0,0,0,0,0,0,0,0
13433,863,287,242,2,10,2,0,0,0,0,0,0
13482,0,0,0,109,26,69,0,0,0,0,0,0
13516,45,6,13,0,0,0,0,0,0,0,0,0
14944,0,0,0,81,31,44,0,0,0,0,0,0
15446,497,143,158,2,1,0,0,0,0,0,0,0
15453,0,0,0,185,55,70,0,0,0,0,0,0
15461,1381,161,406,1,0,1,0,0,0,0,0,0
15479,1223,200,565,0,0,0,0,0,0,0,0,0
15487,0,0,0,0,0,64,0,0,0,0,0,0
15495,0,0,0,265,110,140,0,0,0,0,0,0
15503,0,0,0,361,49,228,0,0,0,0,0,0
15529,0,0,0,0,0,165,0,0,0,0,0,0
15537,6301,964,404,1,0,3,0,0,0,0,0,0
15545,62,11,13,633,234,338,0,0,0,0,0,0
15552,0,0,0,150,16,300,0,0,0,0,0,0
15560,0,0,0,0,0,180,0,0,0,0,0,0
15578,0,0,0,0,0,1592,0,0,0,0,0,0
15784,0,0,0,0,63,509,0,0,0,0,0,0
15792,2223,334,698,14,16,49,0,0,0,0,0,0
15800,0,0,0,146,53,51,0,0,0,0,0,0
15818,0,0,0,84,124,33,0,0,0,0,0,0
15826,0,0,0,370,239,190,0,0,0,0,0,0
15842,0,0,0,152,44,57,0,0,0,0,0,0
15859,0,0,0,11,2,30,0,0,0,0,0,0
15867,0,0,0,20,0,0,0,0,0,0,0,0
15875,0,0,0,107,37,118,0,0,0,0,0,0
15883,0,0,0,202,88,36,0,0,0,0,0,0
15891,0,0,0,0,0,55,0,0,0,0,0,0
15917,0,0,0,0,0,1257,0,0,0,0,0,0
15925,753,118,165,0,0,2,0,0,0,0,0,0
15933,0,0,0,483,194,185,0,0,0,0,0,0
15941,29,4,17,289,37,152,0,0,0,0,0,0
15966,256,104,139,992,436,289,0,0,0,0,0,0
15974,69,37,24,84,17,73,0,0,0,0,0,0
16055,1162,134,279,10,0,180,0,0,0,0,0,0
16139,233,421,81,468,1408,156,0,0,0,0,0,0
16162,75,36,44,705,320,304,0,0,0,0,0,0
16170,0,0,0,58,36,67,0,0,0,0,0,0
16188,0,0,0,19,35,39,0,0,0,0,0,0
16196,0,0,0,0,0,25,0,0,0,0,0,0
16220,0,0,0,20,0,14,0,0,0,0,0,0
16253,205,55,97,96,22,57,0,0,0,0,0,0
16261,0,0,0,478,168,229,0,0,0,0,0,0
16287,178,1,8,1,1,44,0,0,0,0,0,0
16295,0,0,0,0,0,263,0,0,0,0,0,0
16303,1733,437,920,49,14,43,0,0,0,0,0,0
16311,0,0,0,36,18,47,0,0,0,0,0,0
16345,0,0,0,438,125,79,0,0,0,0,0,0
16386,1077,228,342,0,0,4,0,0,0,0,0,0
16402,96,43,27,0,0,143,0,0,0,0,0,0
16428,0,0,0,108,77,38,0,0,0,0,0,0
16444,0,0,0,241,69,129,0,0,0,0,0,0
16469,0,0,0,128,62,69,0,0,0,0,0,0
16477,16,0,0,224,27,119,0,0,0,0,0,0
16485,0,0,0,3,0,443,0,0,0,0,0,0
16493,0,0,50,62,15,509,0,0,0,0,0,0
16519,0,0,0,19,30,25,0,0,0,0,0,0
16527,130,21,28,202,45,78,0,0,0,0,0,0
16535,20,0,0,435,163,130,0,0,0,0,0,0
16543,1,0,0,249,97,57,0,0,0,0,0,0
16550,0,0,0,136,87,40,0,0,0,0,0,0
16568,0,0,0,232,100,148,0,0,0,0,0,0
16576,4,0,0,89,34,25,0,0,0,0,0,0
16584,0,0,0,0,0,76,0,0,0,0,0,0
16618,327,60,45,265,55,80,0,0,0,0,0,0
16626,346,168,110,1,2,13,0,0,0,0,0,0
16634,307,58,96,287,69,101,0,0,0,0,0,0
16642,72,11,31,57,23,36,0,0,0,0,0,0
16659,80,11,35,157,40,89,0,0,0,0,0,0
16667,0,0,0,172,98,90,0,0,0,0,0,0
16675,0,0,0,171,22,105,0,0,0,0,0,0
16683,0,0,0,372,78,96,0,0,0,0,0,0
16691,0,0,0,294,111,124,0,0,0,0,0,0
16709,0,0,0,0,0,26,0,0,0,0,0,0
16717,0,0,0,203,49,163,0,0,0,0,0,0
16725,0,0,0,459,186,237,0,0,0,0,0,0
16733,0,0,0,164,67,84,0,0,0,0,0,0
16758,0,186,0,0,68,0,0,0,0,0,0,0
16766,0,0,0,81,72,55,0,0,0,0,0,0
16774,292,61,81,11,19,22,0,0,0,0,0,0
16782,50,12,10,28,0,27,0,0,0,0,0,0
16790,0,0,0,117,38,31,0,0,0,0,0,0
16808,0,0,0,600,127,387,0,0,0,0,0,0
16816,20,17,7,64,50,14,0,0,0,0,0,0
16824,0,0,0,72,17,25,0,0,0,0,0,0
16832,0,0,0,160,43,107,0,0,0,0,0,0
16840,0,0,0,38,0,23,0,0,0,0,0,0
16857,0,0,0,1,0,45,0,0,0,0,0,0
16865,0,0,0,89,23,86,0,0,0,0,0,0
16873,178,42,37,96,40,33,0,0,0,0,0,0
16881,0,0,0,130,48,35,0,0,0,0,0,0
16899,0,0,0,24,0,25,0,0,0,0,0,0
16907,0,0,0,90,75,34,0,0,0,0,0,0
16915,0,0,0,0,0,16,0,0,0,0,0,0
16923,0,0,0,13,0,24,0,0,0,0,0,0
16931,0,0,0,0,0,13,0,0,0,0,0,0
16949,0,0,0,0,0,75,0,0,0,0,0,0
16956,0,0,0,0,0,35,0,0,0,0,0,0
16964,0,0,0,0,5,1,0,0,0,0,0,0
16972,30,5,12,25,6,18,0,0,0,0,0,0
16980,0,0,0,69,14,36,0,0,0,0,0,0
16998,0,0,0,60,29,14,0,0,0,0,0,0
17004,0,0,0,55,69,29,0,0,0,0,0,0
17012,0,0,0,0,1,8,0,0,0,0,0,0
17020,0,0,0,31,25,19,0,0,0,0,0,0
17038,0,0,0,61,24,37,0,0,0,0,0,0
17046,0,0,0,24,19,15,0,0,0,0,0,0
17053,51,5,2,154,26,17,0,0,0,0,0,0
17061,0,0,0,108,31,24,0,0,0,0,0,0
17079,0,0,0,18,7,45,0,0,0,0,0,0
17087,19,35,4,53,146,27,0,0,0,0,0,0
17095,0,0,0,0,0,64,0,0,0,0,0,0
17103,0,0,0,18,84,4,0,0,0,0,0,0
17111,0,0,0,95,47,62,0,0,0,0,0,0
17129,0,0,0,5,0,11,0,0,0,0,0,0
17145,0,0,0,249,119,27,0,0,0,0,0,0
17160,0,0,0,122,49,314,0,0,0,0,0,0
17178,0,0,0,63,7,6,0,0,0,0,0,0
17186,3,0,0,187,94,60,0,0,0,0,0,0
17194,0,0,0,322,290,24,0,0,0,0,0,0
17202,0,0,0,70,37,11,0,0,0,0,0,0
17210,0,0,0,75,265,100,0,0,0,0,0,0
17251,32,14,21,74,42,40,0,0,0,0,0,0
17269,0,0,0,11,3,23,0,0,0,0,0,0
17277,331,52,48,181,80,233,0,0,0,0,0,0
17285,0,0,0,349,89,112,0,0,0,0,0,0
17293,381,65,152,351,73,167,0,0,0,0,0,0
17301,125,51,27,497,238,151,0,0,0,0,0,0
17319,408,93,176,60,17,19,0,0,0,0,0,0
17327,35,14,4,297,40,282,0,0,0,0,0,0
17335,0,0,0,150,20,91,0,0,0,0,0,0
17343,0,0,0,362,78,120,0,0,0,0,0,0
17350,169,25,48,680,140,193,0,0,0,0,0,0
17368,14,15,11,72,76,50,0,0,0,0,0,0
17376,334,126,203,43,8,50,0,0,0,0,0,0
17384,1099,123,303,0,0,1,0,0,0,0,0,0
17392,934,353,761,141,53,49,0,0,0,0,0,0
17400,63,0,0,163,61,176,0,0,0,0,0,0
17426,19,22,0,588,106,260,0,0,0,0,0,0
17434,0,0,0,241,19,177,0,0,0,0,0,0
17442,0,0,0,1593,293,674,0,0,0,0,0,0
17459,0,0,0,88,5,224,0,0,0,0,0,0
17467,1137,237,658,161,22,77,0,0,0,0,0,0
17475,0,0,0,135,92,47,0,0,0,0,0,0
17483,97,18,34,474,108,257,0,0,0,0,0,0
17491,0,0,0,191,40,83,0,0,0,0,0,0
17509,168,65,256,191,50,175,0,0,0,0,0,0
17517,256,0,219,22,0,41,0,0,0,0,0,0
17525,286,73,0,88,9,204,0,0,0,0,0,0
17533,32,5,1,305,55,105,0,0,0,0,0,0
17541,0,18,38,282,64,237,0,0,0,0,0,0
17558,283,62,52,148,8,99,0,0,0,0,0,0
17566,151,20,0,254,56,170,0,0,0,0,0,0
17574,0,0,0,577,212,323,0,0,0,0,0,0
17582,0,0,0,931,407,334,0,0,0,0,0,0
17939,377,61,25,1539,131,1435,0,0,0,0,0,0
17947,233,58,7,2610,715,1852,0,0,0,0,0,0
17970,0,0,0,154,72,74,0,0,0,0,0,0
17988,0,0,0,64,4,65,0,0,0,0,0,0
17996,22,3,5,50,12,36,0,0,0,0,0,0
18002,0,0,0,97,19,39,0,0,0,0,0,0
18010,10,8,1,5,13,0,0,0,0,0,0,0
18028,0,0,0,285,197,157,0,0,0,0,0,0
18036,0,0,0,127,18,78,0,0,0,0,0,0
18051,2,3,14,113,70,135,0,0,0,0,0,0
18069,0,0,0,466,200,123,0,0,0,0,0,0
18077,2108,340,1440,0,0,2,0,0,0,0,0,0
18085,0,0,0,9,0,153,0,0,0,0,0,0
18093,330,110,265,388,143,148,0,0,0,0,0,0
18101,0,0,0,2,19,3,0,0,0,0,0,0
18119,0,0,0,210,75,152,0,0,0,0,0,0
18127,0,0,0,0,0,257,0,0,0,0,0,0
18135,247,74,89,5,0,39,0,0,0,0,0,0
18143,0,0,0,0,0,127,0,0,0,0,0,0
18150,608,104,212,0,0,0,0,0,0,0,0,0
18168,122,19,48,231,43,105,0,0,0,0,0,0
18176,0,0,0,63,25,4,0,0,0,0,0,0
18184,222,54,83,38,14,10,0,0,0,0,0,0
18200,46,40,12,87,106,33,0,0,0,0,0,0
18218,0,0,0,42,37,25,0,0,0,0,0,0
18226,1316,172,167,0,0,0,0,0,0,0,0,0
18234,0,0,0,96,58,69,0,0,0,0,0,0
18259,0,0,0,10,152,6,0,0,0,0,0,0
18267,0,0,0,18,7,8,0,0,0,0,0,0
18275,7055,2904,1044,2,4,2,0,0,0,0,0,0
18283,0,0,0,368,186,109,0,0,0,0,0,0
18309,0,0,0,155,10,23,0,0,0,0,0,0
18317,0,0,0,163,74,11,0,0,0,0,0,0
18325,5,1,2,151,40,75,0,0,0,0,0,0
18333,0,0,0,78,43,19,0,0,0,0,0,0
18366,0,0,0,2,0,1,0,0,0,0,0,0
18374,197,0,16,433,0,23,0,0,0,0,0,0
18382,0,0,0,48,18,15,0,0,0,0,0,0
18390,0,0,0,45,0,50,0,0,0,0,0,0
18416,0,0,0,148,26,44,0,0,0,0,0,0
18424,0,0,0,0,0,43,0,0,0,0,0,0
18432,0,0,0,45,23,47,0,0,0,0,0,0
18440,0,0,0,0,0,43,0,0,0,0,0,0
18457,0,0,0,1,20,0,0,0,0,0,0,0
18465,0,0,0,13,0,3,0,0,0,0,0,0
18473,0,0,0,37,99,36,0,0,0,0,0,0
18481,0,0,0,108,71,54,0,0,0,0,0,0
18499,0,0,0,21,42,35,0,0,0,0,0,0
18507,7655,1492,2330,0,0,83,0,0,0,0,0,0
18515,1474,461,465,0,0,195,0,0,0,0,0,0
18523,0,123,1,0,0,19,0,0,0,0,0,0
18531,0,0,0,259,151,31,0,0,0,0,0,0
18549,0,0,0,120,62,25,0,0,0,0,0,0
18556,17,7,2,34,37,7,0,0,0,0,0,0
18564,0,0,0,157,59,50,0,0,0,0,0,0
18572,0,0,0,224,69,21,0,0,0,0,0,0
18580,17,15,3,32,22,31,0,0,0,0,0,0
18598,36,7,0,1,0,7,0,0,0,0,0,0
18606,18,515,7,51,0,64,0,0,0,0,0,0
18614,0,0,0,131,49,116,0,0,0,0,0,0
18622,0,0,0,0,0,20,0,0,0,0,0,0
18630,0,0,0,118,54,42,0,0,0,0,0,0
18648,43,5,11,122,8,37,0,0,0,0,0,0
18655,33,18,3,129,60,24,0,0,0,0,0,0
18663,11,4,4,49,36,8,0,0,0,0,0,0
18671,0,0,0,102,11,10,0,0,0,0,0,0
18689,0,0,0,0,0,70,0,0,0,0,0,0
18697,420,116,104,49,15,18,0,0,0,0,0,0
18705,0,0,0,52,7,20,0,0,0,0,0,0
18721,0,0,0,40,129,48,0,0,0,0,0,0
18739,0,0,0,0,0,41,0,0,0,0,0,0
18747,0,0,0,54,21,15,0,0,0,0,0,0
18762,19530,4003,1146,56,0,71,0,0,0,0,0,0
18770,50,38,6,33,4,1,0,0,0,0,0,0
18788,34,4,1,327,17,44,0,0,0,0,0,0
18796,5,0,0,36,13,62,0,0,0,0,0,0
18804,0,0,0,2,11,13,0,0,0,0,0,0
18812,0,0,0,123,207,28,0,0,0,0,0,0
18820,0,0,0,180,32,18,0,0,0,0,0,0
18838,0,0,0,18,0,2,0,0,0,0,0,0
18853,0,0,0,83,20,24,0,0,0,0,0,0
18861,0,0,0,30,9,10,0,0,0,0,0,0
18879,0,0,0,56,29,29,0,0,0,0,0,0
18887,0,0,0,175,31,43,0,0,0,0,0,0
18895,0,0,0,59,16,60,0,0,0,0,0,0
18903,2,5,5,5,31,21,0,0,0,0,0,0
18911,0,1,0,2,9,3,0,0,0,0,0,0
18929,0,0,0,0,0,59,0,0,0,0,0,0
18937,0,0,0,28,10,25,0,0,0,0,0,0
18945,15,13,10,25,27,40,0,0,0,0,0,0
18952,0,0,0,74,38,26,0,0,0,0,0,0
18960,0,0,0,13,0,11,0,0,0,0,0,0
18978,28,4,18,39,14,8,0,0,0,0,0,0
18986,0,0,0,28,13,18,0,0,0,0,0,0
18994,0,0,0,83,20,30,0,0,0,0,0,0
19000,0,0,0,156,77,66,0,0,0,0,0,0
19018,0,0,0,332,119,74,0,0,0,0,0,0
19026,0,0,0,59,17,55,0,0,0,0,0,0
19034,0,0,0,15,0,16,0,0,0,0,0,0
19059,0,0,0,6,8,3,0,0,0,0,0,0
19067,0,0,0,6,5,1,0,0,0,0,0,0
19075,0,0,0,34,9,16,0,0,0,0,0,0
19083,0,0,0,20,0,55,0,0,0,0,0,0
19091,0,0,0,22,9,20,0,0,0,0,0,0
19109,0,0,0,26,8,20,0,0,0,0,0,0
19117,0,0,0,82,101,25,0,0,0,0,0,0
19125,0,0,0,13,4,72,0,0,0,0,0,0
19133,0,0,0,1,0,38,0,0,0,0,0,0
19141,0,0,1,54,27,25,0,0,0,0,0,0
19158,16,0,2,68,18,32,0,0,0,0,0,0
19166,1160,287,292,83,35,23,0,0,0,0,0,0
19190,0,0,0,68,8,8,0,0,0,0,0,0
19208,20,15,7,4,3,2,0,0,0,0,0,0
19273,97,15,32,301,43,67,0,0,0,0,0,0
19281,0,0,0,19,0,9,0,0,0,0,0,0
19299,0,0,0,22,38,12,0,0,0,0,0,0
19323,0,0,0,0,0,323,0,0,0,0,0,0
19364,450,190,87,0,0,90,0,0,0,0,0,0
19372,30,16,8,0,0,61,0,0,0,0,0,0
19380,142,16,51,1080,177,463,0,0,0,0,0,0
19406,0,0,0,67,34,17,0,0,0,0,0,0
19414,265,68,72,640,196,309,0,0,0,0,0,0
19422,0,0,0,410,77,199,0,0,0,0,0,0
19430,644,173,322,585,170,313,0,0,0,0,0,0
19455,28,2,1,3,0,16,0,0,0,0,0,0
19471,0,0,0,221,98,266,0,0,0,0,0,0
19505,0,0,0,0,0,165,0,0,0,0,0,0
19547,0,0,0,428,135,230,0,0,0,0,0,0
19554,0,0,0,44,6,36,0,0,0,0,0,0
19570,119,70,55,182,148,54,0,0,0,0,0,0
19588,0,0,0,23,44,0,0,0,0,0,0,0
19596,2177,337,1096,0,0,2,0,0,0,0,0,0
19612,0,0,1,6,0,10,0,0,0,0,0,0
19620,1688,496,268,221,28,182,0,0,0,0,0,0
19646,23,19,24,55,23,117,0,0,0,0,0,0
19661,0,0,0,25,56,155,0,0,0,0,0,0
19695,0,0,0,23,46,14,0,0,0,0,0,0
19703,596,93,357,13,0,0,0,0,0,0,0,0
19711,371,56,98,497,170,118,0,0,0,0,0,0
19729,186,36,62,535,105,213,0,0,0,0,0,0
19737,70,12,53,168,48,154,0,0,0,0,0,0
19752,0,0,0,0,0,98,0,0,0,0,0,0
19778,0,519,0,976,250,644,0,0,0,0,0,0
19786,4,10,5,17,37,19,0,0,0,0,0,0
19794,0,0,0,32,46,17,0,0,0,0,0,0
19802,0,0,0,1,3,249,0,0,0,0,0,0
19828,12,4,0,73,63,58,0,0,0,0,0,0
19836,0,0,0,402,136,189,0,0,0,0,0,0
19844,571,224,176,301,124,137,0,0,0,0,0,0
19869,13,6,5,44,16,39,0,0,0,0,0,0
19877,54,0,0,871,131,359,0,0,0,0,0,0
19885,7922,538,4399,48,7,107,0,0,0,0,0,0
19893,0,0,0,0,1,183,0,0,0,0,0,0
19901,0,0,0,866,185,347,0,0,0,0,0,0
19919,0,0,0,61,17,33,0,0,0,0,0,0
19927,0,0,0,134,62,56,0,0,0,0,0,0
19950,71,10,15,475,100,355,0,0,0,0,0,0
19976,1741,383,961,0,0,0,0,0,0,0,0,0
19984,0,0,0,26,0,18,0,0,0,0,0,0
19992,356,231,17272,0,0,0,0,0,0,0,0,0
20008,0,0,0,49,40,17,0,0,0,0,0,0
20016,13,4,6,72,33,29,0,0,0,0,0,0
20024,0,0,0,199,75,29,0,0,0,0,0,0
20032,0,0,0,5,11,6,0,0,0,0,0,0
20040,0,0,0,2,5,84,0,0,0,0,0,0
20065,2,0,0,325,143,157,0,0,0,0,0,0
20081,0,0,0,39,38,17,0,0,0,0,0,0
20099,0,0,0,176,67,62,0,0,0,0,0,0
20107,0,0,0,1933,613,472,0,0,0,0,0,0
20115,0,0,0,214,12,111,0,0,0,0,0,0
20131,0,0,0,831,264,359,0,0,0,0,0,0
20149,0,0,0,11,1,0,0,0,0,0,0,0
20156,163,128,39,131,104,39,0,0,0,0,0,0
20180,0,0,0,813,153,221,0,0,0,0,0,0
20206,25,4,6,109,22,38,0,0,0,0,0,0
20214,0,0,0,88,23,199,0,0,0,0,0,0
20222,0,0,0,12,0,9,0,0,0,0,0,0
20248,548,135,300,2,2,92,0,0,0,0,0,0
20255,0,0,0,1,78,1333,0,0,0,0,0,0
20271,0,0,0,17,35,31,0,0,0,0,0,0
20297,3,6,2,366,122,116,0,0,0,0,0,0
20305,0,0,0,454,48,132,0,0,0,0,0,0
20313,0,0,0,1,0,115,0,0,0,0,0,0
20347,218,0,56,39,34,8,0,0,0,0,0,0
20354,0,0,0,70,118,20,0,0,0,0,0,0
20370,13549,1442,10844,0,0,66,0,0,0,0,0,0
20396,7653,2195,1218,0,3,1,0,0,0,0,0,0
20420,2584,1497,878,0,0,14,0,0,0,0,0,0
20453,196,0,0,0,0,439,0,0,0,0,0,0
20503,562,163,80,507,105,89,0,0,0,0,0,0
20529,0,0,0,1034,265,648,0,0,0,0,0,0
20537,0,0,0,0,0,2,0,0,0,0,0,0
20545,626,119,289,1,0,88,0,0,0,0,0,0
20552,139,15,10,11,0,97,0,0,0,0,0,0
20560,0,0,0,447,143,142,0,0,0,0,0,0
20578,0,0,0,382,81,161,0,0,0,0,0,0
20586,536,121,128,41,22,31,0,0,0,0,0,0
20594,0,0,0,72,37,60,0,0,0,0,0,0
20602,120,49,30,175,45,120,0,0,0,0,0,0
20610,19,46,16,320,119,91,0,0,0,0,0,0
20628,0,0,0,202,52,75,0,0,0,0,0,0
20636,2347,765,1659,0,0,0,0,0,0,0,0,0
20644,0,0,0,66,32,36,0,0,0,0,0,0
20669,0,0,0,168,50,78,0,0,0,0,0,0
20693,0,0,0,1037,136,287,0,0,0,0,0,0
20701,2691,653,2007,134,5,168,0,0,0,0,0,0
20727,0,0,0,0,7,41,0,0,0,0,0,0
20735,52,9,13,275,99,163,0,0,0,0,0,0
20743,11,0,0,158,49,120,0,0,0,0,0,0
20750,3203,4178,2363,0,0,0,0,0,0,0,0,0
20768,0,0,0,8,12,23,0,0,0,0,0,0
20776,0,0,0,10,0,10,0,0,0,0,0,0
20784,0,0,0,3,9,13,0,0,0,0,0,0
20800,0,0,0,42,29,2,0,0,0,0,0,0
20818,3666,4061,866,0,0,0,0,0,0,0,0,0
20826,0,0,0,1,0,137,0,0,0,0,0,0
20859,0,0,0,755,395,306,0,0,0,0,0,0
20891,0,0,0,110,9,22,0,0,0,0,0,0
20909,0,0,0,2871,331,3127,0,0,0,0,0,0
20941,1698,473,658,0,0,1,0,0,0,0,0,0
21006,4515,1636,786,0,0,0,0,0,0,0,0,0
21048,5929,2710,576,0,0,0,0,0,0,0,0,0
21055,17615,1362,1521,35,1,81,0,0,0,0,0,0
21063,7764,2196,1034,3563,793,673,0,0,0,0,0,231
21089,17154,4712,3434,0,0,1,0,0,0,0,0,0
21097,9428,1837,2639,1,0,2,0,0,0,0,0,0
21121,8700,2794,862,0,0,0,0,0,0,0,0,0
21154,14566,6145,3644,0,0,2,0,0,0,0,0,0
21220,4663,1914,3690,3,3,31,0,0,0,0,0,0
21238,9086,3187,1526,19,0,0,0,0,0,0,0,5893
21253,10591,4860,6588,0,0,0,0,0,0,0,0,0
21303,6541,2320,969,0,0,2,0,0,0,0,0,0
21345,4631,2083,2249,0,7,25,0,0,0,0,0,0
21436,38,36,18,0,1,0,0,0,0,0,0,0
21444,622,296,294,0,0,4,0,0,0,0,0,0
21451,174,79,36,0,0,0,0,0,0,0,0,0
21477,77,45,24,0,0,0,0,0,0,0,0,0
21493,168,115,40,0,0,0,0,0,0,0,0,0
21501,25,88,3,0,0,0,0,0,0,0,0,0
21519,69,69,27,1,0,0,0,0,0,0,0,0
21527,1434,416,1384,0,0,0,0,0,0,0,0,0
21535,5660,2800,1859,0,0,109,0,0,0,0,0,0
21543,28,23,6,0,0,0,0,0,0,0,0,0
21576,2314,764,612,0,0,0,0,0,0,0,0,0
21584,614,332,132,0,0,9,0,0,0,0,0,0
21592,92,76,11,7,0,0,0,0,0,0,0,0
21733,3251,1365,342,0,0,0,0,0,0,0,0,0
21741,1271,163,59,0,0,0,0,0,0,0,0,0
21758,305,72,27,0,0,0,0,0,0,0,0,0
21824,7,4,8,0,0,1,0,0,0,0,0,0
21832,363,193,60,1,2,0,0,0,0,0,0,0
21840,5,2,19,0,0,0,0,0,0,0,0,0
21857,168,30,16,0,0,0,0,0,0,0,0,0
21865,54,20,25,0,0,4,0,0,0,0,0,0
21873,4117,2132,631,0,0,1,0,0,0,0,0,0
21881,305,101,100,0,0,0,0,0,0,0,0,0
21899,69,89,62,0,0,0,0,0,0,0,0,0
21915,3,5,1,0,1,1,0,0,0,0,0,0
21931,0,2,0,0,6,2,0,0,0,0,0,0
21956,1060,841,541,0,0,0,0,0,0,0,0,0
21964,0,1,2,0,0,0,0,0,0,0,0,0
21972,1107,423,812,0,0,0,0,0,0,0,0,0
21980,3,1,3,12,27,6,0,0,0,0,0,0
21998,28,28,6,0,0,0,0,0,0,0,0,0
22004,65,24,8,0,0,0,0,0,0,0,0,0
22020,18,8,5,0,0,4,0,0,0,0,0,0
22053,410,159,104,27,0,0,0,0,0,0,0,0
22061,274,239,71,0,0,1,0,0,0,0,0,0
22079,33,115,12,1,13,3,0,0,0,0,0,0
22095,136,200,62,0,0,1,0,0,0,0,0,0
22103,1,8,6,0,0,0,0,0,0,0,0,0
22111,645,232,256,0,0,0,0,0,0,0,0,0
22129,0,0,1,0,0,0,0,0,0,0,0,0
22137,42,39,9,3,8,4,0,0,0,0,0,0
22145,5,12,0,0,0,0,0,0,0,0,0,0
22160,10,8,5,0,0,0,0,0,0,0,0,0
22178,100,36,10,26,13,5,0,0,0,0,0,0
22186,77,32,9,0,3,0,0,0,0,0,0,0
22194,0,0,3,0,0,2,0,0,0,0,0,0
22202,0,0,7,0,0,0,0,0,0,0,0,0
22210,28,42,23,0,0,0,0,0,0,0,0,0
22228,112,0,73,0,0,0,0,0,0,0,0,0
22236,62,34,7,0,0,0,0,0,0,0,0,0
22244,12,0,4,0,0,0,0,0,0,0,0,0
22251,140,63,61,0,0,2,0,0,0,0,0,0
22277,47,1,2,11,10,1,0,0,0,0,0,0
22285,8,14,2,10,67,2,0,0,0,0,0,0
22293,683,914,5,0,0,0,0,0,0,0,0,0
22301,240,82,63,0,0,0,0,0,0,0,0,0
22319,48,31,14,0,0,0,0,0,0,0,0,0
22327,34,24,11,0,0,0,0,0,0,0,0,0
22335,410,182,48,0,0,0,0,0,0,0,0,0
22343,2,0,0,5,6,0,0,0,0,0,0,0
22368,328,158,63,0,0,0,0,0,0,0,0,0
22376,3,0,4,0,0,0,0,0,0,0,0,0
22384,776,263,103,0,0,0,0,0,0,0,0,0
22392,18,130,4,0,0,0,0,0,0,0,0,0
22400,294,111,59,0,0,0,0,0,0,0,0,0
22426,0,7,0,0,0,1,0,0,0,0,0,0
22434,24,14,6,0,0,0,0,0,0,0,0,0
22442,7,32,3,0,0,0,0,0,0,0,0,0
22475,612,282,275,1,1,2,0,0,0,0,0,0
22491,26,113,10,0,0,0,0,0,0,0,0,0
22509,994,513,259,0,0,0,0,0,0,0,0,0
22517,282,89,107,0,0,0,0,0,0,0,0,0
22525,147,83,38,0,1,0,0,0,0,0,0,0
