"co_ibge";"uf";"cidade";"bcg";"hepatiteb";"polio";"tetravalente";"rotavirus";"mes";"ano"
"210850";"MA";"Pindaré-Mirim";"579";"";"474";"";"466";"12";"2017"
"210860";"MA";"Pinheiro";"1390";"";"580";"";"532";"12";"2017"
"210870";"MA";"Pio XII";"347";"";"365";"";"410";"12";"2017"
"210880";"MA";"Pirapemas";"238";"";"199";"";"212";"12";"2017"
"210890";"MA";"Poção de Pedras";"219";"";"172";"";"186";"12";"2017"
"210900";"MA";"Porto Franco";"731";"";"372";"";"344";"12";"2017"
"210905";"MA";"Porto Rico do Maranhão";"73";"";"53";"";"43";"12";"2017"
"210910";"MA";"Presidente Dutra";"568";"";"401";"";"441";"12";"2017"
"210920";"MA";"Presidente Juscelino";"315";"";"205";"";"209";"12";"2017"
"210923";"MA";"Presidente Médici";"82";"";"79";"";"86";"12";"2017"
"210927";"MA";"Presidente Sarney";"449";"";"179";"";"219";"12";"2017"
"210930";"MA";"Presidente Vargas";"230";"";"195";"";"203";"12";"2017"
"210940";"MA";"Primeira Cruz";"136";"";"91";"";"161";"12";"2017"
"210945";"MA";"Raposa";"328";"";"247";"";"281";"12";"2017"
"210950";"MA";"Riachão";"253";"";"308";"";"309";"12";"2017"
"210955";"MA";"Ribamar Fiquene";"25";"";"139";"";"138";"12";"2017"
"210960";"MA";"Rosário";"403";"";"630";"";"537";"12";"2017"
"210970";"MA";"Sambaíba";"66";"";"73";"";"73";"12";"2017"
"210975";"MA";"Santa Filomena do Maranhão";"83";"";"116";"";"125";"12";"2017"
"210980";"MA";"Santa Helena";"585";"";"355";"";"319";"12";"2017"
"210990";"MA";"Santa Inês";"1557";"";"1041";"";"1096";"12";"2017"
"211000";"MA";"Santa Luzia";"1581";"";"1014";"";"954";"12";"2017"
"211003";"MA";"Santa Luzia do Paruá";"124";"";"86";"";"109";"12";"2017"
"211023";"MA";"Santana do Maranhão";"73";"";"36";"";"44";"12";"2017"
"211010";"MA";"Santa Quitéria do Maranhão";"418";"";"308";"";"323";"12";"2017"
"211020";"MA";"Santa Rita";"565";"";"519";"";"505";"12";"2017"
"211027";"MA";"Santo Amaro do Maranhão";"106";"";"120";"";"141";"12";"2017"
"211030";"MA";"Santo Antônio dos Lopes";"219";"";"245";"";"246";"12";"2017"
"211040";"MA";"São Benedito do Rio Preto";"383";"";"355";"";"357";"12";"2017"
"211050";"MA";"São Bento";"682";"";"485";"";"447";"12";"2017"
"211060";"MA";"São Bernardo";"547";"";"369";"";"341";"12";"2017"
"211065";"MA";"São Domingos do Azeitão";"139";"";"130";"";"137";"12";"2017"
"211070";"MA";"São Domingos do Maranhão";"188";"";"106";"";"124";"12";"2017"
"211080";"MA";"São Félix de Balsas";"29";"";"35";"";"34";"12";"2017"
"211085";"MA";"São Francisco do Brejão";"29";"";"122";"";"127";"12";"2017"
"211090";"MA";"São Francisco do Maranhão";"92";"";"113";"";"121";"12";"2017"
"211100";"MA";"São João Batista";"77";"";"69";"";"50";"12";"2017"
"211102";"MA";"São João do Carú";"379";"";"318";"";"267";"12";"2017"
"211105";"MA";"São João do Paraíso";"89";"";"158";"";"147";"12";"2017"
"211107";"MA";"São João do Soter";"188";"";"286";"";"217";"12";"2017"
"211110";"MA";"São João dos Patos";"374";"";"321";"";"350";"12";"2017"
"211120";"MA";"São José de Ribamar";"2870";"";"3268";"";"3019";"12";"2017"
"211125";"MA";"São José dos Basílios";"149";"";"125";"";"122";"12";"2017"
"211130";"MA";"São Luís";"17854";"";"10937";"";"10502";"12";"2017"
"211140";"MA";"São Luís Gonzaga do Maranhão";"241";"";"185";"";"173";"12";"2017"
"211150";"MA";"São Mateus do Maranhão";"538";"";"362";"";"386";"12";"2017"
"211153";"MA";"São Pedro da Água Branca";"98";"";"159";"";"144";"12";"2017"
"211157";"MA";"São Pedro dos Crentes";"132";"";"81";"";"100";"12";"2017"
"211160";"MA";"São Raimundo das Mangabeiras";"109";"";"340";"";"340";"12";"2017"
"211163";"MA";"São Raimundo do Doca Bezerra";"47";"";"73";"";"68";"12";"2017"
"211167";"MA";"São Roberto";"81";"";"45";"";"44";"12";"2017"
"211170";"MA";"São Vicente Ferrer";"198";"";"136";"";"144";"12";"2017"
"211172";"MA";"Satubinha";"88";"";"109";"";"103";"12";"2017"
"211174";"MA";"Senador Alexandre Costa";"193";"";"141";"";"142";"12";"2017"
"211176";"MA";"Senador La Rocque";"197";"";"248";"";"262";"12";"2017"
"211178";"MA";"Serrano do Maranhão";"54";"";"64";"";"55";"12";"2017"
"211180";"MA";"Sítio Novo";"181";"";"263";"";"260";"12";"2017"
"211190";"MA";"Sucupira do Norte";"121";"";"122";"";"129";"12";"2017"
"211195";"MA";"Sucupira do Riachão";"52";"";"71";"";"49";"12";"2017"
"211200";"MA";"Tasso Fragoso";"83";"";"161";"";"135";"12";"2017"
"211210";"MA";"Timbiras";"472";"";"380";"";"389";"12";"2017"
"211220";"MA";"Timon";"2425";"";"1923";"";"1765";"12";"2017"
"211223";"MA";"Trizidela do Vale";"207";"";"268";"";"260";"12";"2017"
"211227";"MA";"Tufilândia";"136";"";"114";"";"114";"12";"2017"
"211230";"MA";"Tuntum";"243";"";"345";"";"359";"12";"2017"
"211240";"MA";"Turiaçu";"633";"";"176";"";"188";"12";"2017"
"211245";"MA";"Turilândia";"355";"";"232";"";"165";"12";"2017"
"211250";"MA";"Tutóia";"1305";"";"877";"";"797";"12";"2017"
"211260";"MA";"Urbano Santos";"916";"";"359";"";"356";"12";"2017"
"211270";"MA";"Vargem Grande";"1013";"";"393";"";"481";"12";"2017"
"211280";"MA";"Viana";"827";"";"838";"";"729";"12";"2017"
"211285";"MA";"Vila Nova dos Martírios";"72";"";"158";"";"162";"12";"2017"
"211290";"MA";"Vitória do Mearim";"446";"";"317";"";"310";"12";"2017"
"211300";"MA";"Vitorino Freire";"615";"";"229";"";"215";"12";"2017"
"211400";"MA";"Zé Doca";"701";"";"537";"";"440";"12";"2017"
"310010";"MG";"Abadia dos Dourados";"24";"";"66";"";"62";"12";"2017"
"310020";"MG";"Abaeté";"252";"";"199";"";"213";"12";"2017"
"310030";"MG";"Abre Campo";"111";"";"123";"";"123";"12";"2017"
"310040";"MG";"Acaiaca";"49";"";"54";"";"44";"12";"2017"
"310050";"MG";"Açucena";"116";"";"117";"";"111";"12";"2017"
"310060";"MG";"Água Boa";"146";"";"186";"";"166";"12";"2017"
"310070";"MG";"Água Comprida";"16";"";"14";"";"22";"12";"2017"
"310080";"MG";"Aguanil";"46";"";"40";"";"43";"12";"2017"
"310090";"MG";"Águas Formosas";"519";"";"259";"";"275";"12";"2017"
"310100";"MG";"Águas Vermelhas";"169";"";"163";"";"167";"12";"2017"
"310110";"MG";"Aimorés";"258";"";"289";"";"288";"12";"2017"
"310120";"MG";"Aiuruoca";"73";"";"48";"";"47";"12";"2017"
"310130";"MG";"Alagoa";"23";"";"26";"";"22";"12";"2017"
"310140";"MG";"Albertina";"37";"";"31";"";"30";"12";"2017"
"310150";"MG";"Além Paraíba";"505";"";"352";"";"336";"12";"2017"
"310160";"MG";"Alfenas";"995";"";"877";"";"929";"12";"2017"
"310163";"MG";"Alfredo Vasconcelos";"54";"";"93";"";"73";"12";"2017"
"310170";"MG";"Almenara";"463";"";"454";"";"425";"12";"2017"
"310180";"MG";"Alpercata";"25";"";"84";"";"86";"12";"2017"
"310190";"MG";"Alpinópolis";"234";"";"206";"";"212";"12";"2017"
"310200";"MG";"Alterosa";"186";"";"168";"";"180";"12";"2017"
"310205";"MG";"Alto Caparaó";"82";"";"65";"";"79";"12";"2017"
"315350";"MG";"Alto Jequitibá";"116";"";"104";"";"115";"12";"2017"
"310210";"MG";"Alto Rio Doce";"107";"";"86";"";"90";"12";"2017"
"310220";"MG";"Alvarenga";"34";"";"52";"";"52";"12";"2017"
"310230";"MG";"Alvinópolis";"198";"";"179";"";"175";"12";"2017"
"310240";"MG";"Alvorada de Minas";"9";"";"42";"";"50";"12";"2017"
"310250";"MG";"Amparo do Serra";"81";"";"70";"";"77";"12";"2017"
"310260";"MG";"Andradas";"405";"";"380";"";"370";"12";"2017"
"310280";"MG";"Andrelândia";"254";"";"117";"";"113";"12";"2017"
"310285";"MG";"Angelândia";"99";"";"98";"";"114";"12";"2017"
"310290";"MG";"Antônio Carlos";"140";"";"118";"";"126";"12";"2017"
"310300";"MG";"Antônio Dias";"108";"";"114";"";"105";"12";"2017"
"310310";"MG";"Antônio Prado de Minas";"13";"";"19";"";"11";"12";"2017"
"310320";"MG";"Araçaí";"25";"";"20";"";"22";"12";"2017"
"310330";"MG";"Aracitaba";"6";"";"17";"";"21";"12";"2017"
"310340";"MG";"Araçuaí";"459";"";"339";"";"296";"12";"2017"
"310350";"MG";"Araguari";"1314";"";"1209";"";"1241";"12";"2017"
"310360";"MG";"Arantina";"33";"";"30";"";"37";"12";"2017"
"310370";"MG";"Araponga";"111";"";"82";"";"91";"12";"2017"
"310375";"MG";"Araporã";"106";"";"123";"";"109";"12";"2017"
"310380";"MG";"Arapuá";"22";"";"21";"";"24";"12";"2017"
"310390";"MG";"Araújos";"92";"";"85";"";"86";"12";"2017"
"310400";"MG";"Araxá";"1472";"";"1186";"";"1191";"12";"2017"
"310410";"MG";"Arceburgo";"76";"";"73";"";"80";"12";"2017"
"310420";"MG";"Arcos";"608";"";"530";"";"528";"12";"2017"
"310430";"MG";"Areado";"160";"";"170";"";"168";"12";"2017"
"310440";"MG";"Argirita";"1";"";"36";"";"30";"12";"2017"
"310445";"MG";"Aricanduva";"2";"";"63";"";"61";"12";"2017"
"310450";"MG";"Arinos";"221";"";"214";"";"213";"12";"2017"
"310460";"MG";"Astolfo Dutra";"29";"";"134";"";"139";"12";"2017"
"310470";"MG";"Ataléia";"93";"";"127";"";"140";"12";"2017"
"310480";"MG";"Augusto de Lima";"56";"";"53";"";"46";"12";"2017"
"310490";"MG";"Baependi";"206";"";"187";"";"184";"12";"2017"
"310500";"MG";"Baldim";"88";"";"69";"";"67";"12";"2017"
"310510";"MG";"Bambuí";"204";"";"234";"";"234";"12";"2017"
"310520";"MG";"Bandeira";"21";"";"39";"";"40";"12";"2017"
"310530";"MG";"Bandeira do Sul";"21";"";"72";"";"75";"12";"2017"
"310540";"MG";"Barão de Cocais";"291";"";"311";"";"318";"12";"2017"
"310550";"MG";"Barão de Monte Alto";"48";"";"54";"";"44";"12";"2017"
"310560";"MG";"Barbacena";"1476";"";"1497";"";"1457";"12";"2017"
"310570";"MG";"Barra Longa";"45";"";"38";"";"33";"12";"2017"
"310590";"MG";"Barroso";"242";"";"211";"";"233";"12";"2017"
"310600";"MG";"Bela Vista de Minas";"96";"";"105";"";"107";"12";"2017"
"310610";"MG";"Belmiro Braga";"24";"";"24";"";"34";"12";"2017"
"310620";"MG";"Belo Horizonte";"37541";"";"29492";"";"28345";"12";"2017"
"310630";"MG";"Belo Oriente";"256";"";"264";"";"281";"12";"2017"
"310640";"MG";"Belo Vale";"99";"";"102";"";"105";"12";"2017"
"310650";"MG";"Berilo";"52";"";"75";"";"86";"12";"2017"
"310665";"MG";"Berizal";"61";"";"36";"";"38";"12";"2017"
"310660";"MG";"Bertópolis";"77";"";"53";"";"70";"12";"2017"
"310670";"MG";"Betim";"5495";"";"3365";"";"4136";"12";"2017"
"310680";"MG";"Bias Fortes";"16";"";"33";"";"34";"12";"2017"
"310690";"MG";"Bicas";"46";"";"113";"";"122";"12";"2017"
"310700";"MG";"Biquinhas";"19";"";"24";"";"29";"12";"2017"
"310710";"MG";"Boa Esperança";"561";"";"506";"";"496";"12";"2017"
"310720";"MG";"Bocaina de Minas";"26";"";"49";"";"49";"12";"2017"
"310730";"MG";"Bocaiúva";"646";"";"598";"";"605";"12";"2017"
"310740";"MG";"Bom Despacho";"810";"";"692";"";"701";"12";"2017"
"310750";"MG";"Bom Jardim de Minas";"72";"";"85";"";"78";"12";"2017"
"310760";"MG";"Bom Jesus da Penha";"51";"";"38";"";"36";"12";"2017"
"310770";"MG";"Bom Jesus do Amparo";"67";"";"67";"";"64";"12";"2017"
"310780";"MG";"Bom Jesus do Galho";"143";"";"133";"";"131";"12";"2017"
"310790";"MG";"Bom Repouso";"157";"";"137";"";"126";"12";"2017"
"310800";"MG";"Bom Sucesso";"73";"";"141";"";"143";"12";"2017"
"310810";"MG";"Bonfim";"61";"";"93";"";"84";"12";"2017"
"310820";"MG";"Bonfinópolis de Minas";"36";"";"43";"";"44";"12";"2017"
"310825";"MG";"Bonito de Minas";"8";"";"150";"";"151";"12";"2017"
"310830";"MG";"Borda da Mata";"176";"";"156";"";"168";"12";"2017"
"310840";"MG";"Botelhos";"94";"";"158";"";"151";"12";"2017"
"310850";"MG";"Botumirim";"6";"";"50";"";"47";"12";"2017"
"310855";"MG";"Brasilândia de Minas";"156";"";"199";"";"191";"12";"2017"
"310860";"MG";"Brasília de Minas";"1335";"";"357";"";"339";"12";"2017"
"310870";"MG";"Brás Pires";"26";"";"26";"";"26";"12";"2017"
"310880";"MG";"Braúnas";"38";"";"51";"";"42";"12";"2017"
"310890";"MG";"Brazópolis";"163";"";"160";"";"146";"12";"2017"
"310900";"MG";"Brumadinho";"256";"";"382";"";"361";"12";"2017"
"310910";"MG";"Bueno Brandão";"86";"";"89";"";"85";"12";"2017"
"310920";"MG";"Buenópolis";"133";"";"89";"";"108";"12";"2017"
"310925";"MG";"Bugre";"49";"";"45";"";"43";"12";"2017"
"310930";"MG";"Buritis";"345";"";"294";"";"346";"12";"2017"
"310940";"MG";"Buritizeiro";"9";"";"328";"";"375";"12";"2017"
"310945";"MG";"Cabeceira Grande";"85";"";"71";"";"94";"12";"2017"
"310950";"MG";"Cabo Verde";"158";"";"134";"";"137";"12";"2017"
"310960";"MG";"Cachoeira da Prata";"40";"";"35";"";"37";"12";"2017"
"310970";"MG";"Cachoeira de Minas";"96";"";"104";"";"114";"12";"2017"
"310270";"MG";"Cachoeira de Pajeú";"92";"";"82";"";"91";"12";"2017"
"310980";"MG";"Cachoeira Dourada";"";"";"26";"";"24";"12";"2017"
"310990";"MG";"Caetanópolis";"118";"";"115";"";"114";"12";"2017"
"311000";"MG";"Caeté";"399";"";"430";"";"437";"12";"2017"
"311010";"MG";"Caiana";"59";"";"53";"";"46";"12";"2017"
"311020";"MG";"Cajuri";"33";"";"51";"";"44";"12";"2017"
"311030";"MG";"Caldas";"123";"";"113";"";"122";"12";"2017"
"311040";"MG";"Camacho";"27";"";"27";"";"29";"12";"2017"
"311050";"MG";"Camanducaia";"266";"";"249";"";"251";"12";"2017"
"311060";"MG";"Cambuí";"269";"";"252";"";"259";"12";"2017"
"311070";"MG";"Cambuquira";"121";"";"137";"";"131";"12";"2017"
"311080";"MG";"Campanário";"57";"";"53";"";"55";"12";"2017"
"311090";"MG";"Campanha";"160";"";"172";"";"176";"12";"2017"
"311100";"MG";"Campestre";"195";"";"159";"";"188";"12";"2017"
"311110";"MG";"Campina Verde";"202";"";"177";"";"173";"12";"2017"
"311115";"MG";"Campo Azul";"1";"";"43";"";"48";"12";"2017"
"311120";"MG";"Campo Belo";"560";"";"532";"";"538";"12";"2017"
"311130";"MG";"Campo do Meio";"156";"";"124";"";"136";"12";"2017"
"311140";"MG";"Campo Florido";"92";"";"111";"";"101";"12";"2017"
"311150";"MG";"Campos Altos";"180";"";"191";"";"168";"12";"2017"
"311160";"MG";"Campos Gerais";"279";"";"242";"";"251";"12";"2017"
"311170";"MG";"Canaã";"61";"";"69";"";"60";"12";"2017"
"311180";"MG";"Canápolis";"107";"";"129";"";"130";"12";"2017"
"311190";"MG";"Cana Verde";"59";"";"57";"";"52";"12";"2017"
"311200";"MG";"Candeias";"135";"";"128";"";"125";"12";"2017"
"311205";"MG";"Cantagalo";"56";"";"52";"";"57";"12";"2017"
"311210";"MG";"Caparaó";"69";"";"62";"";"77";"12";"2017"
"311220";"MG";"Capela Nova";"42";"";"28";"";"31";"12";"2017"
"311230";"MG";"Capelinha";"614";"";"462";"";"396";"12";"2017"
"311240";"MG";"Capetinga";"77";"";"88";"";"87";"12";"2017"
"311250";"MG";"Capim Branco";"142";"";"108";"";"107";"12";"2017"
"311260";"MG";"Capinópolis";"150";"";"150";"";"162";"12";"2017"
"311265";"MG";"Capitão Andrade";"39";"";"63";"";"52";"12";"2017"
"311270";"MG";"Capitão Enéas";"2";"";"113";"";"107";"12";"2017"
"311280";"MG";"Capitólio";"94";"";"102";"";"118";"12";"2017"
"311290";"MG";"Caputira";"12";"";"94";"";"101";"12";"2017"
"311300";"MG";"Caraí";"163";"";"140";"";"160";"12";"2017"
"311310";"MG";"Caranaíba";"45";"";"56";"";"51";"12";"2017"
"311320";"MG";"Carandaí";"295";"";"271";"";"268";"12";"2017"
"311330";"MG";"Carangola";"391";"";"297";"";"295";"12";"2017"
"311340";"MG";"Caratinga";"1224";"";"1257";"";"1200";"12";"2017"
"311350";"MG";"Carbonita";"75";"";"90";"";"88";"12";"2017"
"311360";"MG";"Careaçu";"60";"";"60";"";"63";"12";"2017"
"311370";"MG";"Carlos Chagas";"192";"";"207";"";"204";"12";"2017"
"311380";"MG";"Carmésia";"34";"";"38";"";"38";"12";"2017"
"311390";"MG";"Carmo da Cachoeira";"131";"";"163";"";"160";"12";"2017"
"311400";"MG";"Carmo da Mata";"27";"";"94";"";"114";"12";"2017"
"311410";"MG";"Carmo de Minas";"155";"";"156";"";"162";"12";"2017"
"311420";"MG";"Carmo do Cajuru";"175";"";"215";"";"209";"12";"2017"
"311430";"MG";"Carmo do Paranaíba";"315";"";"292";"";"285";"12";"2017"
"311440";"MG";"Carmo do Rio Claro";"190";"";"195";"";"173";"12";"2017"
"311450";"MG";"Carmópolis de Minas";"281";"";"253";"";"241";"12";"2017"
"311455";"MG";"Carneirinho";"138";"";"127";"";"120";"12";"2017"
"311460";"MG";"Carrancas";"65";"";"48";"";"55";"12";"2017"
"311470";"MG";"Carvalhópolis";"30";"";"32";"";"35";"12";"2017"
"311480";"MG";"Carvalhos";"46";"";"47";"";"42";"12";"2017"
"311490";"MG";"Casa Grande";"";"";"25";"";"26";"12";"2017"
"311500";"MG";"Cascalho Rico";"28";"";"35";"";"40";"12";"2017"
"311510";"MG";"Cássia";"229";"";"196";"";"194";"12";"2017"
"311530";"MG";"Cataguases";"1159";"";"673";"";"603";"12";"2017"
"311535";"MG";"Catas Altas";"75";"";"70";"";"72";"12";"2017"
"311540";"MG";"Catas Altas da Noruega";"23";"";"33";"";"32";"12";"2017"
"311545";"MG";"Catuji";"55";"";"165";"";"160";"12";"2017"
"311547";"MG";"Catuti";"34";"";"62";"";"63";"12";"2017"
"311550";"MG";"Caxambu";"208";"";"183";"";"203";"12";"2017"
"311560";"MG";"Cedro do Abaeté";"6";"";"8";"";"9";"12";"2017"
"311570";"MG";"Central de Minas";"58";"";"52";"";"56";"12";"2017"
"311580";"MG";"Centralina";"127";"";"115";"";"118";"12";"2017"
"311590";"MG";"Chácara";"13";"";"26";"";"43";"12";"2017"
"311600";"MG";"Chalé";"34";"";"80";"";"74";"12";"2017"
"311610";"MG";"Chapada do Norte";"98";"";"84";"";"70";"12";"2017"
"311615";"MG";"Chapada Gaúcha";"171";"";"196";"";"171";"12";"2017"
"311620";"MG";"Chiador";"8";"";"14";"";"14";"12";"2017"
"311630";"MG";"Cipotânea";"55";"";"53";"";"51";"12";"2017"
"311640";"MG";"Claraval";"56";"";"55";"";"58";"12";"2017"
"311650";"MG";"Claro dos Poções";"";"";"82";"";"84";"12";"2017"
"311660";"MG";"Cláudio";"317";"";"315";"";"319";"12";"2017"
"311670";"MG";"Coimbra";"86";"";"78";"";"89";"12";"2017"
"311680";"MG";"Coluna";"113";"";"105";"";"98";"12";"2017"
"311690";"MG";"Comendador Gomes";"19";"";"28";"";"21";"12";"2017"
"311700";"MG";"Comercinho";"48";"";"48";"";"58";"12";"2017"
"311710";"MG";"Conceição da Aparecida";"113";"";"112";"";"117";"12";"2017"
"311520";"MG";"Conceição da Barra de Minas";"28";"";"30";"";"27";"12";"2017"
"311730";"MG";"Conceição das Alagoas";"335";"";"331";"";"343";"12";"2017"
"311720";"MG";"Conceição das Pedras";"28";"";"29";"";"19";"12";"2017"
"311740";"MG";"Conceição de Ipanema";"41";"";"40";"";"33";"12";"2017"
"311750";"MG";"Conceição do Mato Dentro";"224";"";"295";"";"295";"12";"2017"
"311760";"MG";"Conceição do Pará";"19";"";"66";"";"69";"12";"2017"
"311770";"MG";"Conceição do Rio Verde";"172";"";"143";"";"156";"12";"2017"
"311780";"MG";"Conceição dos Ouros";"125";"";"132";"";"120";"12";"2017"
"311783";"MG";"Cônego Marinho";"";"";"89";"";"85";"12";"2017"
"311787";"MG";"Confins";"94";"";"75";"";"94";"12";"2017"
"311790";"MG";"Congonhal";"107";"";"136";"";"127";"12";"2017"
"311800";"MG";"Congonhas";"877";"";"767";"";"776";"12";"2017"
"311810";"MG";"Congonhas do Norte";"80";"";"67";"";"79";"12";"2017"
"311820";"MG";"Conquista";"55";"";"67";"";"75";"12";"2017"
"311830";"MG";"Conselheiro Lafaiete";"1628";"";"1454";"";"1415";"12";"2017"
"311840";"MG";"Conselheiro Pena";"238";"";"255";"";"271";"12";"2017"
"311850";"MG";"Consolação";"24";"";"24";"";"23";"12";"2017"
"311860";"MG";"Contagem";"6732";"";"6474";"";"6668";"12";"2017"
"311870";"MG";"Coqueiral";"33";"";"88";"";"88";"12";"2017"
"311880";"MG";"Coração de Jesus";"92";"";"134";"";"125";"12";"2017"
"311890";"MG";"Cordisburgo";"49";"";"64";"";"66";"12";"2017"
"311900";"MG";"Cordislândia";"31";"";"42";"";"37";"12";"2017"
"311910";"MG";"Corinto";"304";"";"257";"";"224";"12";"2017"
"311920";"MG";"Coroaci";"20";"";"91";"";"75";"12";"2017"
"311930";"MG";"Coromandel";"261";"";"321";"";"311";"12";"2017"
"311940";"MG";"Coronel Fabriciano";"1457";"";"1058";"";"1148";"12";"2017"
"311950";"MG";"Coronel Murta";"105";"";"100";"";"96";"12";"2017"
"311960";"MG";"Coronel Pacheco";"21";"";"32";"";"30";"12";"2017"
"311970";"MG";"Coronel Xavier Chaves";"24";"";"26";"";"24";"12";"2017"
"311980";"MG";"Córrego Danta";"17";"";"32";"";"25";"12";"2017"
"311990";"MG";"Córrego do Bom Jesus";"38";"";"36";"";"36";"12";"2017"
"311995";"MG";"Córrego Fundo";"64";"";"58";"";"59";"12";"2017"
"312000";"MG";"Córrego Novo";"35";"";"32";"";"32";"12";"2017"
"312010";"MG";"Couto de Magalhães de Minas";"37";"";"66";"";"81";"12";"2017"
"312015";"MG";"Crisólita";"101";"";"88";"";"92";"12";"2017"
"312020";"MG";"Cristais";"116";"";"116";"";"115";"12";"2017"
"312030";"MG";"Cristália";"11";"";"27";"";"26";"12";"2017"
"312040";"MG";"Cristiano Otoni";"74";"";"60";"";"57";"12";"2017"
"312050";"MG";"Cristina";"59";"";"113";"";"121";"12";"2017"
"312060";"MG";"Crucilândia";"35";"";"49";"";"45";"12";"2017"
