indicx,no_cidade
"126.08","São Roberto"
"108.63","Matões"
"100.47","São João dos Patos"
"79.70","Monção"
"102.97","São Vicente Ferrer"
"99.50","Primeira Cruz"
"116.16","Maracaçumé"
"364.44","São José dos Basílios"
"117.03","Santo Amaro do Maranhão"
"74.68","Passagem Franca"
"102.71","Viana"
"89.52","Miranda do Norte"
"180.74","Maranhãozinho"
"90.76","São Domingos do Azeitão"
"148.87","Satubinha"
"104.29","Magalhães de Almeida"
"126.66","Nova Colinas"
"136.84","Presidente Sarney"
"90.61","Pio XII"
"96.40","Beneditinos"
"107.50","Francisco Macedo"
"118.26","Curimatá"
"98.61","Jacobina do Piauí"
"153.03","Campo Grande do Piauí"
"66.99","Buriti dos Lopes"
"110.47","Demerval Lobão"
"96.13","Barras"
"110.86","Cajazeiras do Piauí"
"133.05","Betânia do Piauí"
"91.66","Barro Duro"
"80.21","Cocal"
"113.13","Cajueiro da Praia"
"115.86","José de Freitas"
"82.82","Colônia do Piauí"
"90.41","Inhuma"
"109.80","Buriti dos Montes"
"105.55","Angical do Piauí"
"70.00","Bela Vista do Piauí"
"83.33","Antônio Almeida"
"88.00","Agricolândia"
"100.00","Elesbão Veloso"
"89.18","Alegrete do Piauí"
"78.49","Aroazes"
"107.89","Caldeirão Grande do Piauí"
"110.58","Bertolínia"
"143.13","Hugo Napoleão"
"123.07","João Costa"
"110.21","Anísio de Abreu"
"91.73","Colônia do Gurguéia"
"136.11","Lagoinha do Piauí"
"94.56","Júlio Borges"
"88.33","Boa Hora"
"88.29","Dirceu Arcoverde"
"116.52","Campo Largo do Piauí"
"91.02","Itaueira"
"162.90","Fartura do Piauí"
"122.30","Jaicós"
"88.48","Capitão de Campos"
"79.31","Floresta do Piauí"
"97.26","Curralinhos"
"93.33","Caridade do Piauí"
"101.44","Castelo do Piauí"
"81.63","Flores do Piauí"
"107.69","Bonfim do Piauí"
"111.00","Dom Inocêncio"
"112.18","Floriano"
"83.52","Fronteiras"
"102.08","Boqueirão do Piauí"
"94.50","Gilbués"
"117.96","Joaquim Pires"
"97.38","Assunção do Piauí"
"135.00","Aroeiras do Itaim"
"80.00","Curral Novo do Piauí"
"95.16","Francisco Ayres"
"79.36","Coronel José Dias"
"144.65","Corrente"
"114.10","Domingos Mourão"
"92.55","Joca Marques"
"138.98","Francinópolis"
"75.50","Campo Maior"
"111.66","Brejo do Piauí"
"138.23","Barreiras do Piauí"
"130.30","Amarante"
"98.33","Batalha"
"69.38","Caracol"
"111.97","Francisco Santos"
"104.31","Ipiranga do Piauí"
"74.19","Bocaina"
"115.32","Altos"
"108.33","Caxingó"
"114.63","Jurema"
"127.77","Jardim do Mulato"
"91.85","Isaías Coelho"
"105.03","Esperantina"
"96.51","Guaribas"
"122.89","Juazeiro do Piauí"
"92.02","Alto Longá"
"105.31","Alvorada do Gurguéia"
"91.30","Conceição do Canindé"
"163.93","Jerumenha"
"72.63","Dom Expedito Lopes"
"108.79","Bom Jesus"
"124.39","Canto do Buriti"
"124.65","Cocal dos Alves"
"80.57","Itainópolis"
"109.09","Geminiano"
"136.84","Capitão Gervásio Oliveira"
"123.45","Brasileira"
"149.25","Arraial"
"75.44","Ilha Grande"
"79.08","Cristalândia do Piauí"
"98.24","Eliseu Martins"
"91.91","Currais"
"112.32","Campo Alegre do Fidalgo"
"100.00","Alagoinha do Piauí"
"63.44","Jatobá do Piauí"
"111.76","Belém do Piauí"
"103.22","Coivaras"
"100.00","Cocal de Telha"
"108.69","Baixa Grande do Ribeiro"
"77.01","Campinas do Piauí"
"79.48","Bom Princípio do Piauí"
"121.19","Avelino Lopes"
"96.02","Água Branca"
"81.44","Caraúbas do Piauí"
"109.67","Guadalupe"
"74.69","Cabeceiras do Piauí"
"130.18","Canavieira"
"164.44","Barra D'Alcântara"
"116.26","Cristino Castro"
"96.10","Passagem Franca do Piauí"
"77.19","Pedro Laurentino"
"86.15","Monsenhor Hipólito"
"114.63","Santo Antônio dos Milagres"
"93.54","Milton Brandão"
"133.96","São Lourenço do Piauí"
"113.66","Regeneração"
"109.41","Sussuapara"
"76.62","Pimenteiras"
"134.92","Morro Cabeça no Tempo"
"75.82","Lagoa do Sítio"
"106.25","Manoel Emídio"
"87.30","Lagoa do Piauí"
"91.37","Santa Cruz dos Milagres"
"108.51","Morro do Chapéu do Piauí"
"107.93","Santana do Piauí"
"63.93","Pau D'Arco do Piauí"
"80.68","Landri Sales"
"91.83","Palmeira do Piauí"
"134.61","São João da Canabrava"
"107.84","Prata do Piauí"
"106.29","São João do Arraial"
"108.45","Patos do Piauí"
"111.00","Queimada Nova"
"97.89","Palmeirais"
"104.90","Redenção do Gurguéia"
"123.25","Pavussu"
"89.65","Pajeú do Piauí"
"125.86","Paes Landim"
"101.70","Paulistana"
"100.00","Santo Inácio do Piauí"
"107.02","Matias Olímpio"
"106.81","Paquetá"
"100.69","Valença do Piauí"
"119.74","Marcolândia"
"99.18","São João do Piauí"
"78.31","Luís Correia"
"124.67","Santo Antônio de Lisboa"
"81.10","Oeiras"
"70.58","Santa Luz"
"130.30","Olho D'Água do Piauí"
"117.05","Nossa Senhora dos Remédios"
"108.16","Piripiri"
"116.50","São Pedro do Piauí"
"89.84","Teresina"
"94.54","Ribeiro Gonçalves"
"78.02","São João da Serra"
"134.48","Novo Santo Antônio"
"103.27","Socorro do Piauí"
"88.27","Monsenhor Gil"
"91.80","Monte Alegre do Piauí"
"96.36","Sebastião Leal"
"93.29","Parnaguá"
"114.81","São Félix do Piauí"
"97.87","Porto Alegre do Piauí"
"142.59","Várzea Grande"
"111.90","São Miguel do Fidalgo"
"102.22","São Gonçalo do Gurguéia"
"91.41","São Raimundo Nonato"
"85.55","Massapê do Piauí"
"116.43","São João da Fronteira"
"97.22","Várzea Branca"
"112.06","Nossa Senhora de Nazaré"
"85.45","São José do Peixe"
"86.84","São Braz do Piauí"
"89.04","São Francisco do Piauí"
"73.07","Santa Rosa do Piauí"
"54.54","São Luis do Piauí"
"65.34","Santa Cruz do Piauí"
"32.14","Nazária"
"75.00","Miguel Leão"
"91.48","Vila Nova do Piauí"
"112.50","São Miguel da Baixa Grande"
"128.22","Pio IX"
"79.13","Nazaré do Piauí"
"96.26","Pedro II"
"101.96","Lagoa de São Francisco"
"117.91","Marcos Parente"
"103.83","Picos"
"129.49","Luzilândia"
"90.83","Murici dos Portelas"
"95.94","Ribeira do Piauí"
"192.72","União"
"98.38","Uruçuí"
"113.00","São Julião"
"100.00","São José do Divino"
"133.33","Miguel Alves"
"91.96","Padre Marcos"
"96.13","Simplício Mendes"
"118.29","Porto"
"125.00","Tanque do Piauí"
"94.80","Lagoa do Barro do Piauí"
"94.18","Parnaíba"
"98.14","São José do Piauí"
"73.39","São Francisco de Assis do Piauí"
"72.34","Vera Mendes"
"117.27","Lagoa Alegre"
"102.80","Sigefredo Pacheco"
"97.22","Santa Filomena"
"108.97","Piracuruca"
"113.76","São Miguel do Tapuio"
"108.86","São João da Varjota"
"86.87","Simões"
"67.25","Rio Grande do Piauí"
"159.74","Nova Santa Rita"
"60.00","Tamboril do Piauí"
"89.62","Riacho Frio"
"106.20","Madeiro"
"65.85","Sebastião Barros"
"81.92","São Gonçalo do Piauí"
"101.17","Novo Oriente do Piauí"
"95.78","Jaguaribara"
"104.00","Groaíras"
"113.66","Martinópole"
"107.31","Ibicuitinga"
"100.39","Carnaubal"
"101.46","Caririaçu"
"102.71","Marco"
"96.62","Cariús"
"106.82","Barro"
"116.66","Granjeiro"
"115.32","Eusébio"
"95.30","Guaiúba"
"108.69","Itarema"
"85.83","Jaguaretama"
"112.59","Alcântaras"
"117.52","Alto Santo"
"134.63","Apuiarés"
"93.45","Limoeiro do Norte"
"126.11","Aracoiaba"
"98.52","Barroquinha"
"90.22","Graça"
"96.05","Aratuba"
"100.00","Bela Cruz"
"102.28","Croatá"
"111.50","Frecheirinha"
"112.50","Catarina"
"93.40","Iracema"
"105.60","Cascavel"
"84.50","Wall Ferraz"
"104.80","Catunda"
"95.77","Boa Viagem"
"121.92","Aquiraz"
"93.83","Aiuaba"
"116.96","Maranguape"
"96.09","Massapê"
"92.99","Juazeiro do Norte"
"108.12","Granja"
"129.53","Barreira"
"95.05","Icapuí"
"100.22","Araripe"
"107.14","Baturité"
"92.13","Maracanaú"
"97.57","Acopiara"
"108.15","Fortim"
"109.09","Guaramiranga"
"128.87","Ipaporanga"
"99.20","Cariré"
"98.81","Caridade"
"101.01","Altaneira"
"116.05","Lavras da Mangabeira"
"127.13","Itapiúna"
"115.07","Chorozinho"
"152.83","General Sampaio"
"98.48","Abaiara"
"116.66","Coreaú"
"91.55","Fortaleza"
"97.45","Arneiroz"
"97.99","Acarape"
"106.19","Crato"
"106.31","Crateús"
"108.19","Ipu"
"97.22","Cruz"
"110.31","Ipueiras"
"136.22","Itapagé"
"97.88","Hidrolândia"
"114.86","Choró"
"96.51","Independência"
"86.81","Ipaumirim"
"120.74","Itatira"
"88.71","Icó"
"100.00","Brejo Santo"
"117.30","Camocim"
"96.14","Guaraciaba do Norte"
"120.00","Jucás"
"112.02","Irauçuba"
"95.30","Mauriti"
"97.46","Baixio"
"97.35","Caucaia"
"91.85","Ibiapina"
"109.20","Jijoca de Jericoacoara"
"91.91","Jaguaruana"
"98.63","Aurora"
"105.57","Beberibe"
"90.49","Ibaretama"
"97.71","Meruoca"
"145.78","Assaré"
"104.31","Antonina do Norte"
"101.62","Farias Brito"
"113.61","Iguatu"
"123.14","Chaval"
"103.83","Banabuiú"
"99.18","Forquilha"
"95.45","Deputado Irapuan Pinheiro"
"105.33","Cedro"
"139.17","Jati"
"104.19","Ararendá"
"97.60","Aracati"
"170.00","Ererê"
"86.24","Amontada"
"104.69","Acaraú"
"121.55","Itaitinga"
"111.16","Horizonte"
"87.93","Jardim"
"100.76","Capistrano"
"95.57","Madalena"
"96.17","Itapipoca"
"115.94","Jaguaribe"
"117.91","Campos Sales"
"97.68","Canindé"
"86.30","Barbalha"
"106.97","Itaiçaba"
"104.47","Tabuleiro do Norte"
"96.19","Missão Velha"
"105.37","Caiçara do Norte"
"106.45","Poranga"
"89.88","Milhã"
"123.44","Pindoretama"
"103.79","Bento Fernandes"
"79.76","Coronel Ezequiel"
"109.92","Varjota"
"113.84","Paraipaba"
"110.07","Pentecoste"
"88.30","Currais Novos"
"87.52","Tamboril"
"109.79","Morrinhos"
"111.11","Potiretama"
"97.68","Tianguá"
"105.91","Pacoti"
"96.04","Senador Pompeu"
"106.72","Tururu"
"97.22","Senador Sá"
"112.34","São Gonçalo do Amarante"
"106.97","Tauá"
"97.88","Acari"
"106.81","Quiterianópolis"
"125.14","Potengi"
"108.66","Palhano"
"109.95","Santana do Acaraú"
"92.10","Carnaúba dos Dantas"
"106.54","Tejuçuoca"
"141.66","Alto do Rodrigues"
"107.69","Afonso Bezerra"
"94.16","Pereiro"
"95.06","Morada Nova"
"101.50","Campo Redondo"
"99.50","Ceará-Mirim"
"116.27","Canguaretama"
"141.90","Palmácia"
"92.16","Mulungu"
"89.74","Barcelona"
"102.85","Tarrafas"
"78.50","Cruzeta"
"114.14","Salitre"
"106.63","Monsenhor Tabosa"
"92.94","São João do Jaguaribe"
"100.45","Mucambo"
"92.14","Pedra Branca"
"107.07","São Benedito"
"93.85","Brejinho"
"101.71","Umirim"
"99.45","Alexandria"
"100.98","Viçosa do Ceará"
"93.98","Baraúna"
"105.39","Uruoca"
"110.09","Várzea Alegre"
"96.14","Santana do Cariri"
"115.34","Uruburetama"
"100.00","Pacujá"
"94.54","Angicos"
"172.82","Porteiras"
"96.65","Mombaça"
"93.33","Carnaubais"
"107.72","Reriutaba"
"93.47","Encanto"
"123.23","Trairi"
"84.11","Nova Russas"
"95.52","Nova Olinda"
"100.40","Quixelô"
"105.20","Umari"
"169.44","Caiçara do Rio do Vento"
"133.49","Solonópole"
"94.24","Orós"
"110.69","Pacajus"
"98.94","Ubajara"
"97.60","Açu"
"120.49","Augusto Severo"
"103.92","Antônio Martins"
"76.75","Parnamirim"
"160.17","Bom Jesus"
"114.89","São Luís do Curu"
"115.17","Pires Ferreira"
"109.03","Quixeré"
"91.49","Arês"
"94.19","Miraíma"
"108.31","Parambu"
"109.16","Saboeiro"
"66.15","Doutor Severiano"
"90.38","Bodó"
"127.43","Quixadá"
"96.41","Quixeramobim"
"96.59","Baía Formosa"
"106.75","Apodi"
"101.12","Piquet Carneiro"
"108.25","Redenção"
"124.48","Água Nova"
"100.00","Novo Oriente"
"78.09","Caraúbas"
"133.62","Moraújo"
"120.42","Pacatuba"
"97.40","Paracuru"
"70.10","Equador"
"106.25","Penaforte"
"112.58","Caicó"
"111.80","Paramoti"
"69.30","Cerro Corá"
"105.60","Areia Branca"
"96.49","Coronel João Pessoa"
"97.77","Milagres"
"103.14","Ocara"
"101.03","Santa Quitéria"
"104.41","Almino Afonso"
"95.26","Russas"
"104.25","Sobral"
"179.80","Macau"
"79.61","Pedro Avelino"
"100.00","Lagoa de Velhos"
"131.34","Senador Georgino Avelino"
"116.12","Santana do Seridó"
"117.90","Maxaranguape"
"90.85","Luís Gomes"
"91.72","João Câmara"
"90.17","Santo Antônio"
"116.48","Lagoa d'Anta"
"120.89","São Vicente"
"84.21","Jundiá"
"108.62","Major Sales"
"105.76","Jandaíra"
"107.54","Serrinha dos Pintos"
"74.13","Riacho da Cruz"
"84.14","São João do Sabugi"
"105.50","Pau dos Ferros"
"94.44","Porto do Mangue"
"102.22","Rafael Godeiro"
"88.95","Serra Caiada"
"107.40","Galinhos"
"89.83","Passa e Fica"
"142.33","São Paulo do Potengi"
"104.74","Nísia Floresta"
"127.17","São Miguel"
"115.09","Ouro Branco"
"99.47","Montanhas"
"92.15","Pilões"
"117.80","Lajes Pintadas"
"135.00","Lucrécia"
"57.14","Olho-d'Água do Borges"
"81.09","Governador Dix-Sept Rosado"
"101.13","São Rafael"
"73.98","Serrinha"
"111.19","Lajes"
"100.89","Serra do Mel"
"114.54","Pedra Grande"
"88.38","São Tomé"
"91.66","Passagem"
"101.15","São Gonçalo do Amarante"
"112.00","Paraú"
"91.00","Poço Branco"
"137.50","São Bento do Norte"
"91.42","Senador Elói de Souza"
"84.56","Espírito Santo"
"105.40","Monte das Gameleiras"
"105.19","Rafael Fernandes"
"98.54","Ielmo Marinho"
"98.01","Riachuelo"
"87.61","Japi"
"125.88","Janduís"
"95.34","Serra de São Bento"
"92.85","Jaçanã"
"95.33","Santana do Matos"
"148.97","Frutuoso Gomes"
"156.31","Ipanguaçu"
"91.33","Natal"
"117.14","Jardim de Angicos"
"121.12","Itaú"
"110.60","Rodolfo Fernandes"
"130.00","São Miguel do Gostoso"
"111.53","Jardim de Piranhas"
"65.15","São Francisco do Oeste"
"100.00","Pureza"
"102.17","São José do Campestre"
"107.73","Santa Cruz"
"94.91","Tibau"
"92.10","São Fernando"
"79.20","José da Penha"
"100.54","Macaíba"
"91.66","Grossos"
"114.03","Santa Maria"
"79.38","Extremoz"
"166.16","Guamaré"
"93.05","Mossoró"
"142.19","Goianinha"
"97.08","Lagoa de Pedras"
"92.77","Rio do Fogo"
"100.00","São Bento do Trairí"
"102.75","Jucurutu"
"96.25","Felipe Guerra"
"84.58","Pedro Velho"
"104.76","João Dias"
"67.27","Ruy Barbosa"
"96.15","Ipueira"
"113.33","São Pedro"
"89.41","Nova Cruz"
"87.71","Martins"
"122.55","São José de Mipibu"
"81.87","Patu"
"80.00","Messias Targino"
"112.85","Lagoa Salgada"
"102.32","Parelhas"
"95.37","Monte Alegre"
"100.00","Serra Negra do Norte"
"46.55","Francisco Dantas"
"110.48","Portalegre"
"125.00","Itajá"
"107.11","Lagoa Nova"
"114.56","Januário Cicco"
"125.64","Pedra Preta"
"83.75","Florânia"
"94.01","Jardim do Seridó"
"84.37","Marcelino Vieira"
"134.64","Pendências"
"126.13","Parazinho"
"93.84","Paraná"
"117.24","Riacho de Santana"
"104.25","Fernando Pedroza"
"128.57","São José do Seridó"
"113.11","Alcantil"
"67.92","Bom Jesus"
"104.16","Timbaúba dos Batistas"
"76.86","Cachoeira dos Índios"
"118.84","Cruz do Espírito Santo"
"74.04","Boa Vista"
"68.30","Araruna"
"82.67","Desterro"
"124.52","Casserengue"
"124.44","Vila Flor"
"75.00","Carrapateira"
"101.13","Guarabira"
"58.06","Amparo"
"85.71","Cacimba de Areia"
"105.19","Cuité"
"92.14","Imaculada"
"102.20","Esperança"
"118.64","Taipu"
"95.79","Bonito de Santa Fé"
"104.12","Camalaú"
"106.66","Areial"
"98.68","Bom Sucesso"
"117.46","Assunção"
"105.04","Boqueirão"
"132.38","Cuitegi"
"98.67","Aroeiras"
"105.07","São João do Rio do Peixe"
"81.57","Cubati"
"105.55","Bananeiras"
"137.87","Baraúna"
"100.00","Gado Bravo"
"136.66","Cajazeirinhas"
"97.91","Condado"
"100.00","Catingueira"
"116.21","Cacimbas"
"105.12","Ibiara"
"129.62","Coremas"
"91.10","Itabaiana"
"108.33","Emas"
"81.27","Catolé do Rocha"
"106.75","Curral de Cima"
"120.24","Cacimba de Dentro"
"63.41","Curral Velho"
"110.13","Areia"
"57.60","Caldas Brandão"
"103.37","Alhandra"
"88.67","Vista Serrana"
"133.89","Aparecida"
"96.20","Caturité"
"98.78","Tangará"
"126.08","Damião"
"98.40","Dona Inês"
"129.59","Barra de São Miguel"
"74.17","Touros"
"74.50","Algodão de Jandaíra"
"65.71","Baía da Traição"
"91.21","Alagoinha"
"96.98","Ingá"
"98.13","Gurinhém"
"90.64","Conceição"
"171.42","Capim"
"93.10","Venha-Ver"
"105.69","Cabedelo"
"107.22","Diamante"
"116.86","Alagoa Nova"
"139.80","Araçagi"
"186.36","Cuité de Mamanguape"
"62.71","Duas Estradas"
"136.00","Viçosa"
"132.00","Taboleiro Grande"
"78.48","Triunfo Potiguar"
"82.64","Barra de Santa Rosa"
"118.75","Tibau do Sul"
"113.55","Barra de Santana"
"135.74","Bayeux"
"122.77","Arara"
"102.83","Itapororoca"
"97.17","Fagundes"
"101.49","Cajazeiras"
"81.25","Itaporanga"
"95.12","Brejo dos Santos"
"96.90","Severiano Melo"
"109.56","Belém"
"102.17","Gurjão"
"92.68","Várzea"
"159.64","Itatuba"
"91.66","Coxixola"
"120.96","Bernardino Batista"
"98.05","Caaporã"
"91.22","Tenente Laurentino Cruz"
"93.82","Aguiar"
"91.25","Umarizal"
"95.66","Campina Grande"
"90.00","Frei Martinho"
"76.52","Brejo do Cruz"
"85.03","Jericó"
"81.57","Santana dos Garrotes"
"66.66","Lagoa de Dentro"
"99.10","Olho d'Água"
"94.11","São Bentinho"
"90.44","João Pessoa"
"58.00","Mulungu"
"81.19","Santa Cecília"
"94.91","São João do Cariri"
"110.44","Santa Teresinha"
"103.24","Santa Luzia"
"114.96","Tuneiras do Oeste"
"130.07","Santa Maria do Oeste"
"65.23","São João do Triunfo"
"106.87","Rondon"
"105.70","Santa Helena"
"100.00","Córrego Novo"
"166.66","Consolação"
"83.28","Elói Mendes"
"100.00","Diogo de Vasconcelos"
"108.92","Dona Eusébia"
"97.53","Franciscópolis"
"112.98","Gonzaga"
"98.18","Espera Feliz"
"108.64","Contagem"
"103.44","Crucilândia"
"125.89","Divino"
"127.86","Couto de Magalhães de Minas"
"93.79","Curvelo"
"176.40","Frei Gaspar"
"146.66","Douradoquara"
"123.57","Estiva"
"70.31","Dores de Guanhães"
"90.76","Cristais"
"118.75","Fernandes Tourinho"
"98.57","Desterro de Entre Rios"
"112.26","Cristina"
"109.94","Esmeraldas"
"102.44","Corinto"
"104.28","Felício dos Santos"
"102.56","Fortaleza de Minas"
"106.42","Divinolândia de Minas"
"175.00","Córrego Fundo"
"116.27","Dom Bosco"
"143.15","Delfim Moreira"
"108.33","Dom Cavati"
"122.22","Fama"
"110.94","Ervália"
"141.26","Entre Folhas"
"110.47","Felisburgo"
"117.33","Dionísio"
"97.40","Engenheiro Caldas"
"120.21","Cristália"
"108.95","Fronteira dos Vales"
"119.44","Datas"
"147.52","Coronel Murta"
"109.67","Desterro do Melo"
"133.03","Frei Inocêncio"
"147.05","Cordislândia"
"101.74","Diamantina"
"81.48","Córrego Danta"
"174.41","Dom Joaquim"
"112.28","Cristiano Otoni"
"62.06","Dom Silvério"
"119.04","Doresópolis"
"138.09","Francisco Badaró"
"111.76","Cordisburgo"
"146.87","Fortuna de Minas"
"100.00","Dom Viçoso"
"82.97","São Gonçalo do Rio Preto"
"125.00","Cuparaque"
"151.72","Florestal"
"114.28","Ferros"
"171.01","Galiléia"
"129.11","Delfinópolis"
"98.63","Frutal"
"108.56","Coração de Jesus"
"111.76","Gameleiras"
"124.24","Divisa Nova"
"109.27","Coronel Fabriciano"
"131.64","Coroaci"
"182.75","Estrela Dalva"
"143.75","Divisa Alegre"
"109.52","Goiabeira"
"87.40","Dores do Indaiá"
"117.85","Fervedouro"
"127.50","Estrela do Sul"
"94.68","Divinópolis"
"118.51","Curral de Dentro"
"89.36","Cruzília"
"77.77","Coronel Pacheco"
"119.19","Coqueiral"
"91.02","Francisco Dumont"
"127.58","Goianá"
"60.00","Frei Lagonegro"
"95.01","Coromandel"
"105.40","Coronel Xavier Chaves"
"101.76","Engenheiro Navarro"
"168.57","Crisólita"
"129.72","Dores do Turvo"
"99.33","Espinosa"
"111.90","Delta"
"130.00","Glaucilândia"
"107.40","Faria Lemos"
"126.82","Divinésia"
"138.09","Divino das Laranjeiras"
"181.81","Divisópolis"
"123.07","Durandé"
"116.46","Francisco Sá"
"151.06","Formoso"
"85.71","Estrela do Indaiá"
"128.84","Eugenópolis"
"120.00","Gonçalves"
"159.60","Extrema"
"134.96","Felixlândia"
"97.35","Formiga"
"94.54","Conselheiro Pena"
"108.92","Cruzeiro da Fortaleza"
"121.42","Descoberto"
"58.82","Córrego do Bom Jesus"
"120.93","Espírito Santo do Dourado"
"112.50","Ewbank da Câmara"
"119.66","Entre Rios de Minas"
"93.50","Ibiá"
"162.66","Itapeva"
"130.00","Iraí de Minas"
"118.12","Jaboticatubas"
"118.18","Itacambira"
"115.43","Iturama"
"100.45","Itaipé"
"118.57","Guanhães"
"90.51","Itacarambi"
"116.54","Ipaba"
"80.17","Guaraciaba"
"100.44","Ipanema"
"107.63","Itabirinha"
"131.64","Juvenília"
"123.45","Itanhomi"
"88.33","Joaíma"
"155.55","Itambé do Mato Dentro"
"161.85","Jordânia"
"88.48","Jequeri"
"152.63","Japaraíba"
"90.00","Joanésia"
"91.06","João Monlevade"
"109.09","Itatiaiuçu"
"90.00","Guidoval"
"109.21","Ijaci"
"107.14","Jeceaba"
"101.57","Itaú de Minas"
"87.67","Itaguara"
"82.97","Itanhandu"
"135.35","Itapagipe"
"124.04","Juatuba"
"129.50","Itumirim"
"122.00","Igarapé"
"104.91","Grão Mogol"
"161.19","Guarda-Mor"
"108.66","Jacutinga"
"97.90","Guaranésia"
"106.55","Jequitinhonha"
"117.24","Jequitibá"
"109.95","Ladainha"
"116.21","Juramento"
"96.29","Itaverava"
"100.00","Jequitaí"
"111.62","Joaquim Felício"
"93.67","Ituiutaba"
"80.45","Gouveia"
"109.14","Januária"
"146.29","Inimutaba"
"96.51","Iguatama"
"132.81","Inhaúma"
"97.17","Itaúna"
"177.41","Jesuânia"
"96.57","Itabira"
"116.51","Itapecerica"
"77.94","Ibertioga"
"140.90","Inconfidentes"
"119.78","Ipuiúna"
"76.88","Itamonte"
"117.07","Itinga"
"103.11","Janaúba"
"103.48","Guiricema"
"140.95","Jaíba"
"114.28","Ibitiúra de Minas"
"200.00","José Gonçalves de Minas"
"101.96","Guarani"
"77.99","Itambacuri"
"92.92","Juiz de Fora"
"105.88","Itueta"
"96.52","Igaratinga"
"110.58","Indaiabira"
"103.62","Itajubá"
"70.64","Juruaia"
"144.35","Ibiaí"
"114.38","Guaxupé"
"93.93","Jaguaraçu"
"97.22","Ingaí"
"87.34","Jampruca"
"108.69","Heliodora"
"108.64","Ibiracatu"
"112.82","Indianópolis"
"133.75","Jacuí"
"98.94","Ipatinga"
"115.90","José Raydan"
"110.68","Governador Valadares"
"105.32","Jacinto"
"111.29","Guaraciama"
"170.58","Guarará"
"80.00","Itutinga"
"114.70","Ilicínea"
"149.56","Iapu"
"100.00","Grupiara"
"123.66","Inhapim"
"100.61","João Pinheiro"
"89.66","Itabirito"
"94.31","Imbé de Minas"
"105.26","Guapé"
"120.83","Gurinhatã"
"135.53","Ibiraci"
"102.92","Itamarandiba"
"226.08","Ipiaçu"
"86.48","Ibituruna"
"92.36","Icaraí de Minas"
"118.25","Itamogi"
"132.35","Josenópolis"
"109.17","Japonvar"
"107.79","Ibirité"
"164.40","Jenipapo de Minas"
"144.73","Itamarati de Minas"
"103.29","Guimarânia"
"113.51","Itaobim"
"232.35","Nova União"
"170.21","Madre de Deus de Minas"
"130.43","Oliveira Fortes"
"93.49","Nova Era"
"60.46","Natércia"
"164.51","Morro do Pilar"
"106.81","Matutina"
"116.71","Minas Novas"
"129.34","Nazareno"
"79.14","Martinho Campos"
"93.33","Mutum"
"135.00","Natalândia"
"109.31","Luz"
"100.00","Matipó"
"110.00","Olímpio Noronha"
"108.29","Lagoa Santa"
"151.85","Maripá de Minas"
"86.44","Montes Claros"
"117.32","Nova Serrana"
"205.55","Leme do Prado"
"104.65","Montalvânia"
"127.27","Moeda"
"128.88","Laranjal"
"95.34","Luisburgo"
"85.71","Monte Belo"
"157.54","Mercês"
"119.51","Olhos-d'Água"
"127.65","Marilac"
"151.72","Leandro Ferreira"
"105.88","Marmelópolis"
"100.48","Mariana"
"122.64","Lontra"
"119.01","Matozinhos"
"106.47","Lagoa Formosa"
"104.59","Morada Nova de Minas"
"124.35","Lima Duarte"
"103.19","Leopoldina"
"110.57","Maravilhas"
"165.71","Marliéria"
"101.64","Mário Campos"
"110.30","Muriaé"
"287.25","Medina"
"166.00","Lagamar"
"91.60","Lavras"
"87.53","Nanuque"
"150.00","Ninheira"
"80.00","Monjolos"
"100.00","Mesquita"
"103.84","Monte Alegre de Minas"
"108.21","Mato Verde"
"165.82","Lajinha"
"109.33","Matias Cardoso"
"97.80","Manhuaçu"
"164.00","Onça de Pitangui"
"150.98","Novorizonte"
"100.00","Materlândia"
"122.22","Nacip Raydan"
"121.27","Luislândia"
"106.29","Novo Cruzeiro"
"80.73","Malacacheta"
"109.14","Nova Ponte"
"108.10","Morro da Garça"
"111.93","Maria da Fé"
"96.00","Lagoa Grande"
"126.53","Luminárias"
"106.55","Monte Carmelo"
"110.11","Manga"
"100.00","Lassance"
"94.54","Nova Belém"
"108.96","Lagoa Dourada"
"107.38","Mantena"
"111.83","Mateus Leme"
"141.66","Medeiros"
"138.27","Montezuma"
"118.46","Limeira do Oeste"
"105.73","Monte Azul"
"89.82","Monte Santo de Minas"
"85.85","Nova Lima"
"102.72","Muzambinho"
"139.34","Mar de Espanha"
"106.95","Nepomuceno"
"119.40","Monte Formoso"
"131.37","Mamonas"
"119.13","Miradouro"
"130.50","Novo Oriente de Minas"
"102.50","Manhumirim"
"70.52","Miraí"
"100.00","Nova Módica"
"163.63","Munhoz"
"97.01","Mendes Pimentel"
"175.00","Mata Verde"
"109.13","Oliveira"
"83.50","Naque"
"111.76","Oratórios"
"156.92","Monsenhor Paulo"
"107.42","Lambari"
"114.70","Machacalis"
"98.27","Nova Resende"
"117.77","Lagoa dos Patos"
"117.16","Lagoa da Prata"
"127.65","Lamim"
"152.94","Olaria"
"116.51","Monte Sião"
"111.85","Matias Barbosa"
"92.65","Machado"
"161.53","Miravânia"
"83.67","Minduri"
"101.68","Martins Soares"
"94.69","Nova Porteirinha"
"134.21","Liberdade"
"85.71","Moema"
"110.76","Mirabela"
"114.15","Porteirinha"
"104.62","Paula Cândido"
"115.00","Riacho dos Machados"
"86.92","Pedras de Maria da Cruz"
